FX63137
1	        0
0.998001521	0.0007631
0.994348514	0.0022279
0.989620824	0.0040095
0.984027253	0.0059488
0.977690052	0.0079715
0.970693119	0.0099743
0.963099335	0.0119131
0.954958616	0.0137822
0.946312241	0.0155566
0.93719541	0.0172354
0.927638869	0.0187959
0.91767	        0.02025
0.907313574	0.0216121
0.896592297	0.0228493
0.885527217	0.0239614
0.874138022	0.024929
0.862443282	0.0257872
0.850460627	0.0264663
0.838206898	0.0270177
0.825698261	0.0273868
0.812950303	0.027614
0.79997811	0.0276844
0.786796332	0.0275835
0.773419235	0.0273683
0.759860747	0.0270108
0.746134491	0.0265349
0.732253821	0.0258918
0.718231847	0.0251402
0.704081455	0.024287
0.689815328	0.0233226
0.675445959	0.0222177
0.660985668	0.0210026
0.646446609	0.0197296
0.631840783	0.0183659
0.617180042	0.0168839
0.602476098	0.0152879
0.587740526	0.0136716
0.572984771	0.0120123
0.558220147	0.0102884
0.543457842	0.0084877
0.52870892	0.0066665
0.51398432	0.004825
0.499294859	0.0029816
0.484651229	0.0011297
0.470063997	-0.0006933
0.455543608	-0.0024383
0.44110038	-0.0041271
0.426744503	-0.0057774
0.412486037	-0.0073941
0.398334914	-0.0089107
0.38430093	-0.0103301
0.370393746	-0.011689
0.356622887	-0.0130319
0.342997735	-0.0142876
0.329527531	-0.0153674
0.316221368	-0.0163371
0.303088192	-0.0172861
0.290136797	-0.0182374
0.277375822	-0.0190328
0.264813748	-0.0196596
0.252458896	-0.0202252
0.240319423	-0.0208216
0.228403318	-0.021389
0.216718402	-0.0217641
0.205272323	-0.0220018
0.194072551	-0.0222357
0.18312638	-0.0225354
0.172440919	-0.0227518
0.162023093	-0.0227664
0.151879642	-0.0226665
0.142017111	-0.0226191
0.132441855	-0.0226304
0.12316003	-0.0225433
0.114177594	-0.022252
0.105500306	-0.0218773
0.097133717	-0.0216184
0.089083173	-0.0214051
0.081353812	-0.0210647
0.07395056	-0.0204443
0.066878128	-0.0197709
0.060141014	-0.0192504
0.053743496	-0.0187466
0.047689633	-0.0181655
0.041983262	-0.0175077
0.036627998	-0.0167817
0.03162723	-0.0158914
0.026984118	-0.0149159
0.022701598	-0.0139761
0.018782375	-0.0130135
0.01522892	-0.0120064
0.012043476	-0.0109283
0.009228052	-0.0097777
0.006784422	-0.008343
0.004714125	-0.0067151
0.003018465	-0.0052928
0.00169851	-0.0039885
0.000755091	-0.0025553
0.000188803	-0.0006548
0	        0
0.000188803	0.0020382
0.000755091	0.0079764
0.00169851	0.0121984
0.003018465	0.0155348
0.004714125	0.019094
0.006784422	0.0229829
0.009228052	0.0268563
0.012043476	0.0306169
0.01522892	0.0343346
0.018782375	0.0379884
0.022701598	0.041606
0.026984118	0.0451598
0.03162723	0.0486647
0.036627998	0.0521116
0.041983262	0.0554699
0.047689633	0.0587662
0.053743496	0.0620555
0.060141014	0.0653436
0.066878128	0.068588
0.07395056	0.0717816
0.081353812	0.074927
0.089083173	0.0780107
0.097133717	0.0810516
0.105500306	0.0839641
0.114177594	0.0867364
0.12316003	0.0894726
0.132441855	0.0922823
0.142017111	0.0950573
0.151879642	0.0975463
0.162023093	0.0998276
0.172440919	0.1021168
0.18312638	0.1045178
0.194072551	0.1067575
0.205272323	0.10866
0.216718402	0.1103956
0.228403318	0.1121667
0.240319423	0.1139796
0.252458896	0.1154943
0.264813748	0.1167033
0.277375822	0.1177931
0.290136797	0.1188982
0.303088192	0.1199098
0.316221368	0.1205912
0.329527531	0.1210161
0.342997735	0.1213803
0.356622887	0.121734
0.370393746	0.1219096
0.38430093	0.1217837
0.398334914	0.1214655
0.412486037	0.121135
0.426744503	0.1207375
0.44110038	0.1201019
0.455543608	0.1191678
0.470063997	0.1181336
0.484651229	0.1170622
0.499294859	0.1158444
0.51398432	0.114361
0.52870892	0.1126711
0.543457842	0.1109566
0.558220147	0.1091569
0.572984771	0.1071426
0.587740526	0.1048684
0.602476098	0.1025256
0.617180042	0.1001378
0.631840783	0.0976055
0.646446609	0.094846
0.660985668	0.0919879
0.675445959	0.0891415
0.689815328	0.0862203
0.704081455	0.0831236
0.718231847	0.0799241
0.732253821	0.0767764
0.746134491	0.0736269
0.759860747	0.0703924
0.773419235	0.067106
0.786796332	0.0638844
0.79997811	0.0607021
0.812950303	0.0574797
0.825698261	0.0542411
0.838206898	0.0510579
0.850460627	0.0479151
0.862443282	0.0447581
0.874138022	0.0416187
0.885527217	0.0385608
0.896592297	0.0355542
0.907313574	0.0325675
0.91767	        0.029625
0.927638869	0.0267468
0.93719541	0.0239029
0.946312241	0.021101
0.954958616	0.0183376
0.963099335	0.0156115
0.970693119	0.0129172
0.977690052	0.010281
0.984027253	0.0077409
0.989620824	0.0053547
0.994348514	0.0031649
0.998001521	0.0013685
1		0
